job_title,experience_level,employment_type,work_models,work_year,employee_residence,salary,salary_currency,salary_in_usd,company_location,company_size
Data Scientist,Senior-level,Full-time,On-site,2024.0,United States,242000.0,USD,242000.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2024.0,United States,106200.0,USD,106200.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2024.0,United States,215000.0,USD,215000.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2024.0,United States,146900.0,USD,146900.0,United States,Medium
Applied Scientist,Mid-level,Full-time,On-site,2024.0,United States,222200.0,USD,222200.0,United States,Large
Applied Scientist,Mid-level,Full-time,On-site,2024.0,United States,136000.0,USD,136000.0,United States,Large
Data Scientist,Mid-level,Full-time,Remote,2024.0,United States,246000.0,USD,246000.0,United States,Medium
Data Scientist,Mid-level,Full-time,Remote,2024.0,United States,190000.0,USD,190000.0,United States,Medium
Data Engineer,Mid-level,Full-time,Remote,2024.0,United States,165000.0,USD,165000.0,United States,Medium
Data Engineer,Mid-level,Full-time,Remote,2024.0,United States,129600.0,USD,129600.0,United States,Medium
Business Intelligence Analyst,Mid-level,Full-time,On-site,2024.0,United States,200400.0,USD,200400.0,United States,Medium
Business Intelligence Analyst,Mid-level,Full-time,On-site,2024.0,United States,126900.0,USD,126900.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,,2024.0,United States,322000.0,USD,322000.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,2024.0,United States,230000.0,USD,230000.0,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2024.0,United States,175520.0,USD,175520.0,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2024.0,United States,103786.0,USD,103786.0,United States,Medium
Analytics Engineer,Senior-level,Full-time,Remote,2024.0,United States,170000.0,USD,170000.0,United States,Medium
Analytics Engineer,Senior-level,Full-time,Remote,2024.0,United States,130000.0,USD,130000.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2024.0,United States,195000.0,USD,195000.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2024.0,United States,146900.0,USD,146900.0,United States,Medium
Data Scientist,Mid-level,Full-time,Remote,2024.0,United States,170400.0,USD,170400.0,United States,Medium
Data Scientist,Mid-level,Full-time,Remote,2024.0,United States,106500.0,USD,106500.0,United States,Medium
Data Analyst,Mid-level,Full-time,On-site,2024.0,United States,134500.0,USD,134500.0,United States,Medium
Data Analyst,Mid-level,Full-time,On-site,2024.0,United States,100000.0,USD,100000.0,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2024.0,United States,159000.0,USD,159000.0,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2024.0,United States,111300.0,USD,111300.0,United States,Medium
Machine Learning Engineer,Mid-level,Full-time,On-site,2024.0,United States,173400.0,USD,173400.0,United States,Medium
Machine Learning Engineer,Mid-level,Full-time,On-site,2024.0,United States,99100.0,USD,99100.0,United States,Medium
Business Intelligence Engineer,Senior-level,Full-time,On-site,2024.0,United States,,USD,185000.0,United States,Large
Business Intelligence Engineer,Senior-level,Full-time,On-site,2024.0,United States,79600.0,USD,79600.0,United States,Large
Data Science,Executive-level,Full-time,Remote,2024.0,United States,323700.0,USD,323700.0,United States,Medium
Data Science,Executive-level,Full-time,Remote,2024.0,United States,190500.0,USD,190500.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2024.0,United States,218000.0,USD,218000.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2024.0,United States,145000.0,USD,145000.0,United States,Medium
Research Scientist,Senior-level,Full-time,On-site,2024.0,United States,258100.0,USD,258100.0,United States,Medium
Research Scientist,Senior-level,Full-time,On-site,2024.0,United States,151900.0,USD,151900.0,United States,Medium
Data Science,Mid-level,Full-time,On-site,2024.0,United States,179000.0,USD,179000.0,United States,Medium
Data Science,Mid-level,Full-time,On-site,2024.0,United States,106500.0,USD,106500.0,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2024.0,United States,212800.0,USD,212800.0,United States,Large
Data Scientist,Mid-level,Full-time,On-site,2024.0,United States,111600.0,USD,111600.0,United States,Large
,Senior-level,Full-time,Remote,2024.0,United States,166700.0,USD,166700.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,2024.0,United States,150000.0,USD,150000.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2024.0,United States,220000.0,USD,220000.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2024.0,United States,170000.0,USD,170000.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,2024.0,United States,418000.0,USD,418000.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,2024.0,United States,141000.0,USD,141000.0,United States,Medium
Research Engineer,Senior-level,Full-time,On-site,2024.0,United States,440000.0,USD,440000.0,United States,Medium
Research Engineer,Senior-level,,On-site,2024.0,United States,100000.0,USD,100000.0,United States,Medium
Managing Director Data Science,Executive-level,Full-time,Hybrid,2024.0,United States,260000.0,USD,260000.0,United States,Large
Data Scientist,Executive-level,Full-time,On-site,2024.0,United States,246100.0,USD,246100.0,United States,Medium
Data Scientist,Executive-level,Full-time,On-site,2024.0,United States,181900.0,USD,181900.0,United States,Medium
Machine Learning Engineer,Entry-level,Full-time,On-site,2024.0,United States,91000.0,USD,91000.0,United States,Medium
Machine Learning Engineer,Entry-level,Full-time,On-site,2024.0,United States,70000.0,USD,70000.0,United States,Medium
Business Intelligence Developer,Executive-level,Full-time,On-site,2024.0,United States,177500.0,USD,177500.0,United States,Medium
Business Intelligence Developer,Executive-level,Full-time,On-site,2024.0,United States,117500.0,USD,117500.0,United States,Medium
Business Intelligence Analyst,Entry-level,Full-time,On-site,2024.0,United States,95000.0,USD,95000.0,United States,Medium
Business Intelligence Analyst,Entry-level,Full-time,On-site,2024.0,United States,70000.0,USD,70000.0,United States,Medium
Data Science,Senior-level,Full-time,On-site,2024.0,United States,258720.0,USD,258720.0,United States,Medium
Data Science,Senior-level,Full-time,On-site,2024.0,United States,160000.0,USD,160000.0,United States,Medium
BI Developer,Mid-level,Full-time,On-site,2024.0,United States,154800.0,USD,154800.0,United States,Medium
BI Developer,Mid-level,Full-time,On-site,2024.0,United States,76300.0,USD,76300.0,United States,Medium
AI Engineer,Mid-level,Full-time,On-site,2024.0,United States,170200.0,USD,170200.0,United States,Medium
AI Engineer,Mid-level,Full-time,On-site,2024.0,United States,83900.0,USD,83900.0,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2024.0,United States,205000.0,USD,205000.0,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2024.0,United States,165000.0,USD,165000.0,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2024.0,United States,250000.0,USD,250000.0,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2024.0,United States,131600.0,USD,131600.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2024.0,United States,240000.0,USD,240000.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2024.0,United States,187000.0,USD,187000.0,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2024.0,United States,134600.0,USD,134600.0,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2024.0,United States,103000.0,USD,103000.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2024.0,United States,324000.0,USD,324000.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2024.0,United States,159000.0,USD,159000.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2024.0,United States,385000.0,USD,385000.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2024.0,United States,245000.0,USD,245000.0,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2024.0,United States,385000.0,USD,385000.0,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2024.0,United States,245000.0,USD,245000.0,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2024.0,United States,214300.0,USD,214300.0,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2024.0,United States,108500.0,USD,108500.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2024.0,United States,245700.0,USD,245700.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2024.0,United States,132300.0,USD,132300.0,United States,Medium
Data Specialist,Mid-level,Full-time,On-site,2024.0,United States,80000.0,USD,80000.0,United States,Medium
Data Specialist,Mid-level,Full-time,On-site,2024.0,United States,73000.0,USD,73000.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,2024.0,United States,263500.0,USD,263500.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,2024.0,United States,189360.0,USD,189360.0,United States,Medium
Data Architect,Senior-level,Full-time,Remote,2024.0,United States,175000.0,USD,175000.0,United States,Medium
Data Architect,Senior-level,Full-time,Remote,2024.0,United States,125000.0,USD,125000.0,United States,Medium
Data Science,Executive-level,Full-time,On-site,2024.0,United States,175762.0,USD,175762.0,United States,Medium
Data Science,Executive-level,Full-time,On-site,2024.0,United States,97254.0,USD,97254.0,United States,Medium
Applied Scientist,Senior-level,Full-time,Remote,2024.0,United States,218213.0,USD,218213.0,United States,Medium
Applied Scientist,Senior-level,Full-time,Remote,2024.0,United States,178538.0,USD,178538.0,United States,Medium
Research Engineer,Mid-level,Full-time,On-site,2024.0,United States,440000.0,USD,440000.0,United States,Medium
Research Engineer,Mid-level,Full-time,On-site,2024.0,United States,295000.0,USD,295000.0,United States,Medium
Research Engineer,Mid-level,Full-time,On-site,2024.0,United States,118600.0,USD,118600.0,United States,Medium
Research Engineer,Mid-level,Full-time,On-site,2024.0,United States,96800.0,USD,96800.0,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2024.0,United States,198800.0,USD,198800.0,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2024.0,United States,90700.0,USD,90700.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2024.0,United States,145000.0,USD,145000.0,United States,Medium
Data Engineer,,Full-time,On-site,2024.0,United States,115000.0,USD,115000.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2024.0,United States,269100.0,USD,269100.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2024.0,United States,131300.0,USD,131300.0,United States,Medium
Research Engineer,Mid-level,Full-time,On-site,2024.0,United States,245000.0,USD,245000.0,United States,Medium
Data Analyst,Entry-level,Full-time,On-site,2024.0,United States,99900.0,USD,99900.0,United States,Medium
Data Analyst,Entry-level,Full-time,On-site,2024.0,United States,83000.0,USD,83000.0,United States,Medium
Research Engineer,Mid-level,Full-time,On-site,2024.0,United States,240960.0,USD,240960.0,United States,Medium
Research Engineer,Mid-level,Full-time,On-site,2024.0,United States,190000.0,USD,190000.0,United States,Medium
Data Architect,Senior-level,Full-time,On-site,2024.0,United States,178600.0,USD,178600.0,United States,Medium
Data Architect,Senior-level,Full-time,On-site,2024.0,United States,67200.0,USD,67200.0,United States,Medium
Data Visualization Specialist,Mid-level,Full-time,On-site,2024.0,United States,170200.0,USD,170200.0,United States,Medium
Data Visualization Specialist,Mid-level,Full-time,On-site,2024.0,United States,83900.0,USD,83900.0,United States,Medium
Data Analyst,Senior-level,Full-time,Remote,2024.0,United States,169000.0,USD,169000.0,United States,Medium
Data Analyst,Senior-level,Full-time,Remote,2024.0,United States,120000.0,USD,120000.0,United States,Medium
Research Engineer,Senior-level,Full-time,On-site,2024.0,United States,450000.0,USD,450000.0,United States,Medium
Research Engineer,Senior-level,Full-time,On-site,2024.0,United States,245000.0,USD,245000.0,United States,Medium
ETL Developer,Senior-level,Full-time,On-site,2024.0,United States,99500.0,USD,99500.0,United States,Medium
ETL Developer,Senior-level,Full-time,On-site,2024.0,United States,53300.0,USD,53300.0,United States,Medium
Research Engineer,Senior-level,Full-time,On-site,2024.0,United States,240960.0,USD,240960.0,United States,Medium
Research Engineer,Senior-level,Full-time,On-site,2024.0,United States,200800.0,USD,200800.0,United States,Medium
Data Science Practitioner,Mid-level,Full-time,On-site,2024.0,United States,170200.0,USD,170200.0,United States,Medium
Data Science Practitioner,Mid-level,Full-time,On-site,2024.0,United States,83900.0,USD,83900.0,United States,Medium
Data Engineer,Mid-level,Full-time,Remote,2024.0,United States,125000.0,USD,125000.0,United States,Medium
Data Engineer,Mid-level,Full-time,Remote,2024.0,United States,115000.0,USD,115000.0,United States,Medium
Data Science,Senior-level,Full-time,On-site,2024.0,United States,261050.0,USD,261050.0,United States,Medium
Data Science,Senior-level,Full-time,On-site,2024.0,United States,187000.0,USD,187000.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2024.0,United States,331640.0,USD,331640.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2024.0,United States,283780.0,USD,283780.0,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2024.0,United States,146500.0,USD,146500.0,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2024.0,United States,96000.0,USD,96000.0,United States,Medium
Computer Vision Engineer,Senior-level,Full-time,On-site,2024.0,United States,235000.0,USD,235000.0,United States,Medium
Computer Vision Engineer,Senior-level,Full-time,On-site,2024.0,United States,185000.0,USD,185000.0,United States,Medium
Data Scientist,Mid-level,Full-time,Remote,2024.0,United States,140400.0,USD,140400.0,United States,Medium
Data Scientist,Mid-level,Full-time,Remote,2024.0,United States,90000.0,USD,90000.0,United States,Medium
Research Scientist,Senior-level,Full-time,On-site,2024.0,United States,440000.0,USD,440000.0,United States,Medium
Research Scientist,Senior-level,Full-time,On-site,2024.0,United States,245000.0,USD,245000.0,United States,Medium
Data Architect,Senior-level,Full-time,On-site,2024.0,United States,76300.0,USD,76300.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2024.0,United States,260000.0,USD,260000.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2024.0,United States,225000.0,USD,225000.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2024.0,United States,165000.0,USD,165000.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2024.0,United States,137000.0,USD,137000.0,United States,Medium
Applied Scientist,Senior-level,Full-time,On-site,2024.0,United States,260000.0,USD,260000.0,United States,Large
Applied Scientist,Senior-level,Full-time,On-site,2024.0,United States,136000.0,USD,136000.0,United States,Large
Data Scientist,Senior-level,Full-time,On-site,2024.0,United States,296100.0,USD,296100.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2024.0,United States,144500.0,USD,144500.0,United States,Medium
Research Scientist,Senior-level,Full-time,On-site,2024.0,United States,278700.0,USD,278700.0,United States,Medium
Research Scientist,Senior-level,Full-time,On-site,2024.0,United States,159300.0,USD,159300.0,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2024.0,United States,206000.0,USD,206000.0,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2024.0,United States,140250.0,USD,140250.0,United States,Medium
Analytics Engineer,Mid-level,Full-time,On-site,2024.0,United States,100000.0,USD,100000.0,United States,Medium
Analytics Engineer,Mid-level,Full-time,On-site,2024.0,United States,75000.0,USD,75000.0,United States,Medium
Data Lead,Senior-level,Full-time,On-site,2024.0,United States,180000.0,USD,180000.0,United States,Medium
Data Lead,Senior-level,Full-time,On-site,2024.0,United States,140000.0,USD,140000.0,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2024.0,United States,116800.0,USD,116800.0,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2024.0,United States,87600.0,USD,87600.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2024.0,United States,170000.0,USD,170000.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2024.0,United States,125000.0,USD,125000.0,United States,Medium
Data Architect,Senior-level,Full-time,On-site,2024.0,United States,283500.0,USD,283500.0,United States,Medium
Data Architect,Senior-level,Full-time,On-site,2024.0,United States,149000.0,USD,149000.0,United States,Medium
ML Engineer,Senior-level,Full-time,On-site,2024.0,United States,357900.0,USD,357900.0,United States,Medium
ML Engineer,Senior-level,Full-time,On-site,2024.0,United States,189400.0,USD,189400.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2024.0,United States,212000.0,USD,212000.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2024.0,United States,93400.0,USD,93400.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2024.0,United States,128656.0,USD,128656.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2024.0,United States,103330.0,USD,103330.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2024.0,United States,250900.0,USD,250900.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2024.0,United States,135200.0,USD,135200.0,United States,Medium
Applied Scientist,Senior-level,Full-time,On-site,2024.0,United States,414000.0,USD,414000.0,United States,Medium
Applied Scientist,Senior-level,Full-time,On-site,2024.0,United States,216000.0,USD,216000.0,United States,Medium
Data Specialist,Mid-level,Full-time,On-site,2024.0,United States,69000.0,USD,69000.0,United States,Medium
Data Specialist,Mid-level,Full-time,On-site,2024.0,United States,51000.0,USD,51000.0,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2024.0,United States,109000.0,USD,109000.0,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2024.0,United States,62300.0,USD,62300.0,United States,Medium
Analytics Engineer,Mid-level,Full-time,On-site,2024.0,United States,134160.0,USD,134160.0,United States,Medium
Analytics Engineer,Mid-level,Full-time,On-site,2024.0,United States,72240.0,USD,72240.0,United States,Medium
Data Analyst,Mid-level,Full-time,On-site,2024.0,United States,90500.0,USD,90500.0,United States,Medium
Data Analyst,Mid-level,Full-time,On-site,2024.0,United States,42400.0,USD,42400.0,,Medium
Data Architect,Senior-level,Full-time,On-site,2024.0,United States,381500.0,USD,381500.0,United States,Medium
Data Architect,Senior-level,Full-time,On-site,2024.0,United States,202500.0,USD,202500.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2024.0,United States,257000.0,USD,257000.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2024.0,United States,129000.0,USD,129000.0,United States,Medium
Data Analyst,Entry-level,Full-time,Remote,2024.0,United States,120000.0,USD,120000.0,United States,Medium
Data Analyst,Entry-level,Full-time,Remote,2024.0,United States,100000.0,USD,100000.0,United States,Medium
Data Analyst,Entry-level,Full-time,On-site,2024.0,United States,80000.0,USD,80000.0,United States,Medium
Data Analyst,Entry-level,Full-time,On-site,2024.0,United States,45700.0,USD,45700.0,United States,Medium
Data Science,Senior-level,Full-time,On-site,2024.0,United States,138000.0,USD,138000.0,United States,Medium
Data Science,Senior-level,Full-time,On-site,2024.0,United States,86000.0,USD,86000.0,United States,Medium
Data Science,Senior-level,Full-time,On-site,2024.0,United States,152000.0,USD,152000.0,United States,Medium
Data Science,Senior-level,Full-time,On-site,2024.0,United States,133200.0,USD,133200.0,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2024.0,,135000.0,USD,135000.0,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2024.0,United States,120000.0,USD,120000.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2024.0,United States,175000.0,USD,175000.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2024.0,United States,150000.0,USD,150000.0,United States,Medium
Data Developer,Mid-level,Full-time,,2024.0,United States,100000.0,USD,100000.0,United States,Medium
Data Developer,Mid-level,Full-time,On-site,2024.0,United States,95000.0,USD,95000.0,United States,Medium
Data Analyst,Senior-level,Full-time,Remote,2024.0,United States,134200.0,USD,134200.0,United States,Medium
Data Analyst,Senior-level,Full-time,Remote,2024.0,United States,117000.0,USD,117000.0,United States,Medium
Research Scientist,Mid-level,Full-time,On-site,2024.0,United States,179000.0,USD,179000.0,United States,Medium
Research Scientist,Mid-level,Full-time,On-site,2024.0,United States,112000.0,USD,112000.0,United States,Medium
Data Architect,Senior-level,Full-time,On-site,2024.0,United States,234000.0,USD,234000.0,United States,Medium
Data Architect,Senior-level,Full-time,On-site,2024.0,United States,146000.0,USD,146000.0,United States,Medium
Data Analyst,Entry-level,Full-time,Remote,2024.0,United States,75065.0,USD,75065.0,United States,Medium
Data Analyst,Entry-level,Full-time,Remote,2024.0,United States,41419.0,USD,41419.0,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2024.0,United States,107800.0,USD,107800.0,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2024.0,United States,61600.0,USD,61600.0,United States,Medium
ML Engineer,Senior-level,Full-time,On-site,2024.0,United States,324000.0,USD,324000.0,United States,Medium
ML Engineer,Senior-level,Full-time,On-site,2024.0,United States,159000.0,USD,159000.0,United States,Medium
Data Analyst,Entry-level,Full-time,Remote,2024.0,United States,80000.0,USD,80000.0,United States,Medium
Data Analyst,Entry-level,Full-time,Remote,2024.0,United States,75000.0,USD,75000.0,United States,Medium
Research Scientist,Senior-level,Full-time,On-site,2024.0,United States,179000.0,USD,179000.0,United States,Medium
Research Scientist,Senior-level,Full-time,On-site,2024.0,United States,112000.0,USD,112000.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2024.0,United States,247300.0,USD,247300.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2024.0,United States,139700.0,USD,139700.0,United States,Medium
Data Analyst,Entry-level,Full-time,On-site,2024.0,United States,93000.0,USD,93000.0,United States,Medium
Data Analyst,Entry-level,Full-time,On-site,2024.0,United States,65750.0,USD,65750.0,United States,Medium
Research Scientist,Senior-level,Full-time,On-site,2024.0,United States,234000.0,USD,234000.0,United States,Medium
Research Scientist,Senior-level,Full-time,On-site,2024.0,United States,146000.0,USD,146000.0,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2024.0,United States,130000.0,USD,130000.0,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2024.0,United States,90800.0,USD,90800.0,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2024.0,United States,166000.0,USD,166000.0,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2024.0,United States,73100.0,USD,73100.0,United States,Medium
Data Scientist,Mid-level,,On-site,2024.0,United States,166000.0,USD,166000.0,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2024.0,United States,73100.0,USD,73100.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2024.0,United States,186754.0,USD,186754.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2024.0,United States,101000.0,USD,101000.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2024.0,United States,64000.0,GBP,80000.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2024.0,United States,54000.0,GBP,67500.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2024.0,United States,138000.0,USD,138000.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2024.0,United States,86000.0,USD,86000.0,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2024.0,United States,106050.0,USD,106050.0,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2024.0,United States,80420.0,USD,80420.0,United States,Medium
Data Analyst,Entry-level,Full-time,On-site,2024.0,United States,179000.0,USD,179000.0,United States,Medium
Data Analyst,Entry-level,Full-time,On-site,2024.0,United States,112000.0,USD,112000.0,United States,Medium
Research Engineer,Senior-level,Full-time,On-site,2024.0,United States,234000.0,USD,234000.0,United States,Medium
Research Engineer,Senior-level,Full-time,On-site,2024.0,United States,146000.0,USD,146000.0,United States,Medium
Data Architect,Senior-level,Full-time,On-site,2024.0,United States,186000.0,USD,186000.0,United States,Medium
Data Architect,Senior-level,Full-time,On-site,2024.0,United States,81800.0,USD,81800.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2024.0,United States,160000.0,USD,160000.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2024.0,United States,94100.0,USD,94100.0,United States,Medium
